"us.battle.net.ok.yywow.asia/login/en/?app=com-d3&amp;ref=http\%3A\%2F\%2Fus.battle.net\%2Fd3\%2Fen\%2Findex", 1.0
"ebrazi.ro/wp-content/gallery/brad-craciun-1m-15m/thumbs/notice_mobiledo/index.htm", 1.0
"kadinos27818-server820125-darxz7210.dariklos-site-de-weiterleitung-serv.holdonhosting.net/qwezwezsdfh/43z4srh34zh/sdgh3w4u4u/shdjs534/aerjuaq34jiu/erauj3qau/eaujiaq5iu/etrjiqa543i/ae5u5a3iu/a5iujaq45i/eauqa35iu/Verfi1.htm", 1.0
"cevaservicebox.com/fc7054e03cfb832a07b32939e45af129/", 1.0
"frostud.info/gFkHCtn9OPLMo/webscr.php?cmd_=session.start&sdr01=aW5mb0B3YWVzY2hlcmVpLWx1bmEuZGU=&ixh=d2VuaXV0LmNvbQ==&ctr_=DE", 1.0
"frostud.info/Tgplujsyzkvhna477128/aW5mb0B2b2x6LWdhcnRlbmdlc3RhbHR1bmcuZGU=/xDEsdR/d2VuaXV0LmNvbQ=Message-ID:", 1.0
"frostud.info/gFkHCtn9OPLMo/webscrprim.php?ZnJvc3R1ZC5pbmZvuhOTG57kUJHNN54221oPLKj988777AOP784MTM1NzYwMzk0MQ==", 1.0
"us.battle.net.yywow.asia/login/en/", 1.0
"us.battle.net.ok.yywow.asia/login/en/acc.htm", 1.0
"us.battle.net.ok.yywow.asia/login/en/index.htm", 1.0
"us.battle.net.ok.yywow.asia/login/en/login.html", 1.0
"www.yuankangzs.com/js/?us.battle.net/login/en/?ref=eihmfakus.battle.net/d3/en/index&amp;app=com-d3", 1.0
"loginaccountsdirect.whostas.com/indexusa/update-account/2fg1d5fg/sd1f2s15r8/000e2f5er/df2rr822f390z", 1.0
"us.battle.net.ok.yywow.asia/", 1.0
"cevaservicebox.com/eb83a4cf14707bf2ae1440e04fc33704/", 1.0
"hashemkhani.ir/wp-content/uploads/2011/09/", 1.0
"www.yuankangzs.com/js/?us.battle.net/login/en/?ref=http\%3A\%2F\%2Feihmfakus.battle.net\%2Fd3\%2Fen\%2Findex&amp;app=com-d3", 1.0
"www.yuankangzs.com/js/?us.battle.net/login/en/?ref=http\%3A\%2F\%2Feqvzozlus.battle.net\%2Fd3\%2Fen\%2Findex&amp;app=com-d3", 1.0
"www.yuankangzs.com/js/?us.battle.net/login/en/?ref=naavebuus.battle.net/d3/en/index&amp;app=com-d3", 1.0
"www.conapred.org.mx/images/js/www.chase.com/chaseupdateonline.html", 1.0
"kindomain2.com/9b816717f4f6d93c34fe9a631637b4a8/", 1.0
"us.battle.net.xml.yywow.asia/login/en/?ref=us.battle.net/d3/en/index&amp;app=com-d3", 1.0
"us.battle.net.ttwow.asia/login/en/?ref=us.battle.net/d3/en/index&amp;app=com-d3", 1.0
"www.xn--80adksbqg7ac.com/login.php", 1.0
"www.lobiweekly.com/x.php", 1.0
"www-bxattle.tk/cert/", 1.0
"www-bxattle.tk/cert", 1.0
"www.yuankangzs.com/js/?us.battle.net/login/en/?ref=http\%3A\%2F\%2Fnaavebuus.battle.net\%2Fd3\%2Fen\%2Findex&amp;app=com-d3", 1.0
"auto.91wd.cn/images/?us.battle.net/login/en/?ref=http\%3A\%2F\%2Foydwqleus.battle.net\%2Fd3\%2Fen\%2Findex&amp;app=com-d3", 1.0
"lovefivefour.com/image/wefgb/wwireee/wire.htm", 1.0
"kindomain2.com/35f6a245b3e21ee19c88964f89158f2c/", 1.0
"kindomain2.com/10789800ca0ec86bbbefa63f688ed35d/", 1.0
"us.battle.net.xml.yywow.asia/login/en/?ref=http\%3A\%2F\%2Fus.battle.net\%2Fd3\%2Fen\%2Findex&amp;app=com-d3", 1.0
"www.shpaihua.com/js/?us.battle.net/login/en/?ref=http\%3A\%2F\%2Fbrkixiyus.battle.net\%2Fd3\%2Fen\%2Findex&amp;app=com-d3", 1.0
"kindomain2.com/6584cac62d3780997cdb7d660a378154/", 1.0
"kindomain2.com/c49f7e673e7c676f2401a06aa3d8189a/", 1.0
"kindomain2.com/f5787f8bf73ccf194ddf55ba7b549a57/", 1.0
"kindomain2.com/f10c16f86e4a11612b1af70dd07b6260/", 1.0
"kindomain2.com/60f2a4eeb524fe9f7e2ebcf1fb4245e8/", 1.0
"painterspaintings.com/P_mindelse-koordinaterne-dk/6b3b1966589bfa244a5133e00f6da1b4/", 1.0
"us.battle.net.login.ddeu.asia/login/en/?ref=us.battle.net/d3/en/index&app=com-d3", 1.0
"kindomain2.com/5c6160f5bdbcb824d79bd9a2317b51a9/", 1.0
"kindomain2.com/8b10be7a2061d26e5f1874e2398e5e67/", 1.0
"cpanel-upgrade.viralhosts.com/index.html/", 1.0
